date,mean_sentiment
2021-04-22,0.06818181818181818
2021-04-23,0.062222222222222213
2021-04-24,0.1816872427983539
2021-04-25,0.0
2021-04-26,0.15
2021-04-27,0.1125
2021-04-28,0.20833333333333331
2021-04-29,0.08419444444444445
2021-04-30,0.12699494949494947
2021-05-01,0.09
2021-05-02,0.2761904761904762
2021-05-03,0.14095238095238097
2021-05-04,0.056298701298701306
2021-05-05,0.03428571428571429
2021-05-06,0.07142857142857142
2021-05-07,0.023333333333333334
2021-05-08,0.00916666666666666
2021-05-09,0.09523809523809523
2021-05-10,0.1527777777777778
2021-05-11,0.16880952380952383
2021-05-12,0.17541666666666664
2021-05-13,0.011342592592592592
2021-05-14,0.05500000000000001
2021-05-15,0.09999999999999999
2021-05-16,0.15871212121212122
2021-05-17,0.21428571428571427
2021-05-18,0.1375
2021-05-19,0.10499999999999998
2021-05-20,0.031015873015873018
2021-05-21,0.04081632653061224
2021-05-22,0.08645833333333333
2021-05-23,0.11190476190476191
2021-05-24,0.08711111111111111
2021-05-25,0.21700680272108844
2021-05-26,0.05208333333333333
2021-05-27,0.2616233766233767
2021-05-28,0.09166666666666667
2021-05-29,0.18333333333333335
2021-05-30,-0.15
2021-05-31,0.13333333333333333
2021-06-01,0.12338961038961038
2021-06-02,0.24625000000000002
2021-06-03,0.1622222222222222
2021-06-04,0.035454545454545454
2021-06-05,0.058571428571428566
2021-06-06,0.0
2021-06-07,0.09166666666666667
2021-06-08,-0.0125
2021-06-09,0.21034564393939392
2021-06-10,0.04220779220779221
2021-06-11,0.14642857142857144
2021-06-12,0.14833024118738405
2021-06-13,0.05142857142857142
2021-06-14,-0.001673881673881676
2021-06-15,0.09969047619047619
2021-06-16,0.078
2021-06-17,-0.07555555555555556
2021-06-18,0.15363636363636363
2021-06-19,0.0
2021-06-20,0.11587301587301585
2021-06-21,-0.010000000000000004
2021-06-22,0.17738636363636365
2021-06-23,0.16314285714285717
2021-06-24,0.2575
2021-06-25,0.11348484848484848
2021-06-26,0.42500000000000004
2021-06-27,0.4375
2021-06-28,0.14466666666666667
2021-06-29,0.048333333333333325
2021-06-30,0.07506493506493506
2021-07-01,0.05
2021-07-02,0.18333333333333335
2021-07-03,0.0
2021-07-04,0.17857142857142858
2021-07-05,0.05
2021-07-06,0.09376262626262626
2021-07-07,-0.009999999999999998
2021-07-08,0.13857142857142857
2021-07-09,0.1178030303030303
2021-07-10,0.18333333333333335
2021-07-11,0.18766233766233767
2021-07-12,0.0030832130832130823
2021-07-13,0.01666666666666667
2021-07-14,0.04598484848484848
2021-07-15,0.11158008658008658
2021-07-16,0.024999999999999994
2021-07-17,0.2583333333333333
2021-07-18,-0.02500000000000001
2021-07-19,0.0125
2021-07-20,0.07500000000000001
2021-07-21,0.05
2021-07-22,0.0625
2021-07-23,0.12583333333333332
2021-07-24,0.20045454545454544
2021-07-25,0.0
2021-07-26,0.10266666666666666
2021-07-27,0.04896825396825396
2021-07-28,0.10300000000000001
2021-07-29,0.1660515873015873
2021-07-30,0.04375
2021-07-31,-0.05535714285714286
2021-08-01,-0.06666666666666667
2021-08-02,0.195
2021-08-03,0.06334199134199134
2021-08-04,0.07595238095238095
2021-08-05,0.1878787878787879
2021-08-06,0.11625
2021-08-07,0.26683673469387753
2021-08-08,0.09142857142857144
2021-08-09,0.17528138528138532
2021-08-10,0.15703125
2021-08-11,0.14444444444444443
2021-08-12,0.1825
2021-08-13,0.009999999999999992
2021-08-14,0.16666666666666666
2021-08-15,0.0
2021-08-16,0.08
2021-08-17,0.2161904761904762
2021-08-18,0.06476190476190477
2021-08-19,0.15857142857142859
2021-08-20,0.138125
2021-08-21,0.18367346938775508
2021-08-22,0.0
2021-08-23,0.15506493506493507
2021-08-24,0.20023809523809524
2021-08-25,0.1370887445887446
2021-08-26,0.075
2021-08-27,0.06999999999999999
2021-08-28,0.16041666666666665
2021-08-29,0.23083333333333333
2021-08-30,0.035952380952380944
2021-08-31,0.052592592592592594
2021-09-01,0.0975
2021-09-02,0.08174603174603173
2021-09-03,0.07863636363636364
2021-09-04,0.18727272727272726
2021-09-05,0.24204545454545456
2021-09-06,0.16666666666666666
2021-09-07,-0.005208333333333332
2021-09-08,-0.01999999999999999
2021-09-09,0.04857142857142857
2021-09-10,0.11196969696969697
2021-09-11,0.16666666666666666
2021-09-12,0.1349206349206349
2021-09-13,0.08775510204081634
2021-09-14,0.07963293650793649
2021-09-15,0.00953463203463204
2021-09-16,0.034999999999999996
2021-09-17,0.15113636363636362
2021-09-18,0.21250000000000002
2021-09-19,0.05714285714285714
2021-09-20,0.09220779220779221
2021-09-21,-0.018928571428571427
2021-09-22,0.07469135802469135
2021-09-23,0.09015151515151515
2021-09-24,0.125
2021-09-25,0.175
2021-09-26,0.125
2021-09-27,0.08333333333333333
2021-09-28,0.06651515151515151
2021-09-29,-0.04777777777777779
2021-09-30,-0.03
2021-10-01,0.0
2021-10-02,0.2589285714285714
2021-10-03,0.039999999999999994
2021-10-04,-0.01833333333333333
2021-10-05,-0.016095238095238086
2021-10-06,0.04039682539682539
2021-10-07,0.04
2021-10-08,0.13857142857142857
2021-10-09,0.09657738095238096
2021-10-10,0.0
2021-10-11,0.14127190270047413
2021-10-12,0.0819047619047619
2021-10-13,0.10166666666666666
2021-10-14,0.08
2021-10-15,0.053286435786435785
2021-10-16,0.11944444444444445
2021-10-17,0.19285714285714284
2021-10-18,0.036041666666666666
2021-10-19,0.021666666666666667
2021-10-20,0.11944444444444444
2021-10-21,-0.0004047619047618849
2021-10-22,0.05500000000000001
