date,mean_sentiment,Volume,Volume Weighted,Open,Close,High,Low,Count
2021-04-22,0.5541666666666667,51539000.0,166.7387,168.584,165.452,168.6435,165.0725,141914.0
2021-04-23,0.0223412698412698,63932240.0,167.2841,165.955,167.044,168.75,165.425,136899.0
2021-04-24,0.0316872427983539,63932240.0,167.2841,165.955,167.044,168.75,165.425,136899.0
2021-04-25,0.1178571428571428,63932240.0,167.2841,165.955,167.044,168.75,165.425,136899.0
2021-04-26,0.065,97614160.0,169.5083,167.4,170.45,171.4225,166.547,229396.0
2021-04-27,0.11,76542800.0,171.2334,172.1735,170.8715,173.0,169.9005,182726.0
2021-04-28,0.1848181818181818,92637680.0,173.384,171.74,172.925,174.494,171.25,220336.0
2021-04-29,0.0366666666666666,153647620.0,175.3246,175.2549,173.5655,175.7223,171.75,377685.0
2021-04-30,-0.0655555555555555,139402000.0,175.3274,176.256,173.371,177.7,173.125,314972.0
2021-05-01,0.0211607142857142,139402000.0,175.3274,176.256,173.371,177.7,173.125,314972.0
2021-05-02,0.1714285714285714,139402000.0,175.3274,176.256,173.371,177.7,173.125,314972.0
2021-05-03,0.0451190476190476,116310600.0,170.8723,174.2365,169.3245,174.3323,168.6351,270975.0
2021-05-04,0.0095714285714285,108716980.0,165.5132,167.8095,165.5935,168.3988,163.6065,282615.0
2021-05-05,0.025,74226160.0,165.088,166.9428,163.527,167.7348,163.218,202539.0
2021-05-06,0.2136363636363636,88953920.0,164.2884,163.5,165.3185,165.72,162.36,196856.0
2021-05-07,0.0799880952380952,94205520.0,165.3311,165.9545,164.5805,166.5445,164.4535,200632.0
2021-05-08,0.0360714285714285,94205520.0,165.3311,165.9545,164.5805,166.5445,164.4535,200632.0
2021-05-09,0.4,94205520.0,165.3311,165.9545,164.5805,166.5445,164.4535,200632.0
2021-05-10,0.1,116572060.0,160.9544,164.116,159.5245,164.15,159.5,270467.0
2021-05-11,0.1779444444444444,92395620.0,159.8018,156.814,161.1955,161.9,156.3685,228010.0
2021-05-12,0.1775,98728200.0,158.0675,159.25,157.597,160.397,156.655,236517.0
2021-05-13,0.0733333333333333,67137540.0,158.1955,159.2735,158.0735,160.192,156.65,186979.0
2021-05-14,0.0903030303030303,66500440.0,160.6725,159.278,161.145,161.443,159.15,149373.0
2021-05-15,0.0875,66500440.0,160.6725,159.278,161.145,161.443,159.15,149373.0
2021-05-16,0.1416666666666667,66500440.0,160.6725,159.278,161.145,161.443,159.15,149373.0
2021-05-17,-0.0657142857142857,74478500.0,163.2724,162.2965,163.5195,164.6375,161.7295,174135.0
2021-05-18,-0.02125,56567820.0,163.7378,164.6288,161.614,165.6,161.5185,152928.0
2021-05-19,0.0463888888888888,53582160.0,160.744,159.75,161.59,161.7375,159.2,148480.0
2021-05-20,0.0933333333333333,52663840.0,162.3593,162.2202,162.384,162.984,161.809,126849.0
2021-05-21,0.0664285714285714,82097640.0,160.7127,162.5,160.154,162.8347,159.8505,173247.0
2021-05-22,0.1516666666666666,82097640.0,160.7127,162.5,160.154,162.8347,159.8505,173247.0
2021-05-23,0.2107142857142857,82097640.0,160.7127,162.5,160.154,162.8347,159.8505,173247.0
2021-05-24,0.0945714285714285,48256260.0,162.1822,160.775,162.2495,162.8975,160.525,123767.0
2021-05-25,0.0534545454545454,65222180.0,162.4488,163.3335,162.9525,163.991,160.688,158872.0
2021-05-26,0.1049999999999999,47679720.0,163.6536,163.7295,163.258,164.7865,162.9255,138708.0
2021-05-27,0.2087878787878788,51223140.0,162.1766,162.8,161.5055,163.0178,161.502,137881.0
2021-05-28,-0.01,46630180.0,161.6697,162.1,161.1535,162.3995,160.985,127454.0
2021-05-29,0.1666666666666666,46630180.0,161.6697,162.1,161.1535,162.3995,160.985,127454.0
2021-05-30,0.0297619047619047,46630180.0,161.6697,162.1,161.1535,162.3995,160.985,127454.0
2021-05-31,0.2430952380952381,46630180.0,161.6697,162.1,161.1535,162.3995,160.985,127454.0
2021-06-01,0.09625,48600900.0,161.2615,162.1748,160.9325,162.549,160.453,125695.0
2021-06-02,0.21,40290480.0,161.1926,161.155,161.6995,161.75,160.4,122805.0
2021-06-03,0.1189821428571428,47941360.0,159.7982,160.2115,159.3505,160.7218,159.2015,152143.0
2021-06-04,0.065,44994980.0,160.4755,160.6,160.311,161.05,159.9405,123003.0
2021-06-05,0.2736111111111111,44994980.0,160.4755,160.6,160.311,161.05,159.9405,123003.0
2021-06-06,0.12,44994980.0,160.4755,160.6,160.311,161.05,159.9405,123003.0
2021-06-07,0.1625,44315120.0,159.6788,159.8665,159.9005,160.4,158.61,140751.0
2021-06-08,0.1721428571428571,68334600.0,162.7673,161.1305,163.2055,163.9766,160.9005,167031.0
2021-06-09,0.1683333333333333,49110600.0,164.2962,163.6435,164.0575,164.879,163.535,137740.0
2021-06-10,0.0704978354978355,69452600.0,166.3699,164.1005,167.4825,167.55,164.0575,169736.0
2021-06-11,0.0264285714285714,54347040.0,167.3912,167.4825,167.3415,168.329,166.6725,148937.0
