date,mean_sentiment,Volume,Volume Weighted,Open,Close,High,Low,Count
2021-04-22,0.3,106770765.0,244.9469,247.1667,239.8967,251.2567,239.3467,861046.0
2021-04-23,0.0821428571428571,84641139.0,242.9717,239.9333,243.1333,245.7867,238.4867,629208.0
2021-04-24,0.0918981481481481,84641139.0,242.9717,239.9333,243.1333,245.7867,238.4867,629208.0
2021-04-25,0.0625,84641139.0,242.9717,239.9333,243.1333,245.7867,238.4867,629208.0
2021-04-26,0.03,93114885.0,245.5681,247.0,246.0667,249.7667,244.2018,877965.0
2021-04-27,0.1083333333333333,88310985.0,237.0286,239.32,234.9133,241.3333,234.45,907369.0
2021-04-28,0.1126666666666666,66663141.0,233.0145,232.1367,231.4667,236.1667,231.2,694144.0
2021-04-29,0.0119047619047619,86536347.0,227.0697,233.17,225.6667,234.0833,222.8334,899789.0
2021-04-30,0.0228181818181818,122276166.0,232.9178,222.53,236.48,238.49,222.0467,1014027.0
2021-05-01,0.1628787878787878,122276166.0,232.9178,222.53,236.48,238.49,222.0467,1014027.0
2021-05-02,-0.1214285714285713,122276166.0,232.9178,222.53,236.48,238.49,222.0467,1014027.0
2021-05-03,0.0802272727272727,81129429.0,230.0541,234.6,228.3,235.3333,226.8333,761158.0
2021-05-04,0.177,89200557.0,222.4961,226.3133,224.5333,227.8155,219.2337,872719.0
2021-05-05,0.1566666666666666,65705682.0,224.8621,227.02,223.6467,228.4318,222.4467,564901.0
2021-05-06,-0.0412499999999999,83326827.0,221.038,226.92,221.18,227.0067,216.6667,714543.0
2021-05-07,0.0561363636363636,70407516.0,224.0625,221.9333,224.1233,230.0,220.0733,582434.0
2021-05-08,0.1848863636363636,70407516.0,224.0625,221.9333,224.1233,230.0,220.0733,582434.0
2021-05-09,0.0186363636363636,70407516.0,224.0625,221.9333,224.1233,230.0,220.0733,582434.0
2021-05-10,-0.0169999999999999,94176972.0,214.0572,221.6333,209.68,221.6833,209.2034,939947.0
2021-05-11,0.03,139511688.0,203.9146,199.7467,205.7333,209.0333,198.5333,1221348.0
2021-05-12,0.1186363636363636,101451138.0,200.5198,200.83,196.63,206.8033,195.5883,983378.0
2021-05-13,0.0845833333333333,132554748.0,193.2499,200.515,190.5633,202.1533,186.55,1295230.0
2021-05-14,0.15625,100101168.0,194.4866,194.47,196.58,197.6233,190.1533,883212.0
2021-05-15,0.3132196969696969,100101168.0,194.4866,194.47,196.58,197.6233,190.1533,883212.0
2021-05-16,0.096590909090909,100101168.0,194.4866,194.47,196.58,197.6233,190.1533,883212.0
2021-05-17,-0.06,97166490.0,191.3893,191.851,192.2767,196.5767,187.0667,836601.0
2021-05-18,0.1080357142857142,110488101.0,194.0296,189.3333,192.6233,198.75,187.7933,829990.0
2021-05-19,-0.0363888888888888,118240185.0,185.6033,184.1833,187.82,188.7367,182.3267,1018726.0
2021-05-20,-0.0354166666666666,92298357.0,193.4035,191.6667,195.5933,196.2833,190.3567,663603.0
2021-05-21,0.1514583333333333,78091785.0,195.8164,198.7033,193.6267,198.8933,193.3333,588051.0
2021-05-22,0.19,78091785.0,195.8164,198.7033,193.6267,198.8933,193.3333,588051.0
2021-05-23,0.1275415721844293,78091785.0,195.8164,198.7033,193.6267,198.8933,193.3333,588051.0
2021-05-24,-0.0475,103674267.0,199.8431,193.8667,202.1467,204.8267,191.2167,728786.0
2021-05-25,0.1177348484848485,83991249.0,200.9979,202.4367,201.5633,204.6633,198.57,620960.0
2021-05-26,-0.0854761904761904,85911915.0,205.6489,202.52,206.3767,208.7233,200.5,650724.0
2021-05-27,0.1261471861471861,79111779.0,207.7721,206.7467,210.2833,210.3767,205.4033,592404.0
2021-05-28,0.1530357142857143,68061054.0,209.6022,209.5,208.4067,211.8633,207.46,541699.0
2021-05-29,0.0554166666666666,68061054.0,209.6022,209.5,208.4067,211.8633,207.46,541699.0
2021-05-30,-0.0527777777777777,68061054.0,209.6022,209.5,208.4067,211.8633,207.46,541699.0
2021-05-31,0.43,68061054.0,209.6022,209.5,208.4067,211.8633,207.46,541699.0
2021-06-01,0.1958333333333333,53647170.0,208.7821,209.2667,207.9667,211.2667,206.85,445655.0
2021-06-02,0.12125,69608337.0,202.5229,206.71,201.7067,207.7867,199.7133,681172.0
2021-06-03,0.1,90303444.0,196.1152,200.6,190.9467,201.5167,190.4067,880507.0
2021-06-04,-0.1177777777777777,71810688.0,197.8972,193.2367,199.6833,200.2033,192.4,564361.0
2021-06-05,0.0,71810688.0,197.8972,193.2367,199.6833,200.2033,192.4,564361.0
2021-06-06,0.0833333333333333,71810688.0,197.8972,193.2367,199.6833,200.2033,192.4,564361.0
2021-06-07,0.02,67630437.0,197.6346,197.275,201.71,203.3333,194.2933,605292.0
2021-06-08,0.0191269841269841,78160167.0,202.188,207.67,201.1967,207.6967,198.5,584204.0
2021-06-09,0.2,49753698.0,201.0375,200.7233,199.5933,203.93,199.21,384582.0
2021-06-10,0.2,71758818.0,203.5297,201.2933,203.3733,205.53,200.1667,507410.0
2021-06-11,0.0836363636363636,48563409.0,202.4848,203.41,203.2967,204.1867,200.5067,379499.0
2021-06-12,0.16875,48563409.0,202.4848,203.41,203.2967,204.1867,200.5067,379499.0
2021-06-13,0.236734693877551,48563409.0,202.4848,203.41,203.2967,204.1867,200.5067,379499.0
2021-06-14,0.0502777777777777,61149450.0,205.9913,204.0767,205.8967,208.4967,203.06,460855.0
2021-06-15,0.0284722222222222,53292435.0,201.878,205.5633,199.7867,205.5967,199.41,438549.0
2021-06-16,0.033080808080808,65562381.0,200.3712,199.1783,201.6233,202.8333,197.8333,476650.0
2021-06-17,0.0994372294372294,67879050.0,204.9402,200.6293,205.5333,207.1567,200.4467,504007.0
2021-06-18,0.1433333333333333,73666815.0,206.8158,204.4567,207.77,209.45,203.9333,501969.0
2021-06-19,0.0344907407407407,73666815.0,206.8158,204.4567,207.77,209.45,203.9333,501969.0
2021-06-20,0.1114285714285714,73666815.0,206.8158,204.4567,207.77,209.45,203.9333,501969.0
2021-06-21,-0.0013636363636363,74438223.0,206.9646,208.16,206.9433,210.4633,202.96,490851.0
2021-06-22,0.0842857142857142,57468126.0,207.6629,206.0833,207.9033,209.5231,205.1667,376493.0
2021-06-23,0.0499999999999999,93297684.0,216.8062,210.6667,218.8567,219.068,210.0133,675883.0
2021-06-24,0.2975,137947158.0,228.1593,224.9967,226.6067,232.54,222.5367,979614.0
2021-06-25,0.0843333333333333,97490121.0,226.262,229.86,223.9567,231.27,222.9,606851.0
2021-06-26,0.03,97490121.0,226.262,229.86,223.9567,231.27,222.9,606851.0
2021-06-27,-0.0333333333333333,97490121.0,226.262,229.86,223.9567,231.27,222.9,606851.0
2021-06-28,0.023,64864227.0,228.8389,223.88,229.5733,231.5666,223.44,476429.0
2021-06-29,0.0885151515151515,52143939.0,226.8868,228.2167,226.92,229.17,225.2967,392652.0
2021-06-30,0.2036363636363636,56743986.0,228.3354,226.59,226.5667,230.9367,226.0467,424577.0
2021-07-01,0.1281666666666666,55850466.0,226.3764,227.9733,225.9733,229.33,224.2667,401594.0
2021-07-02,0.075,81292122.0,227.9137,226.3267,226.3,233.3333,224.42,558015.0
2021-07-03,0.0728571428571428,81292122.0,227.9137,226.3267,226.3,233.3333,224.42,558015.0
2021-07-04,0.2214285714285714,81292122.0,227.9137,226.3267,226.3,233.3333,224.42,558015.0
2021-07-05,0.27,81292122.0,227.9137,226.3267,226.3,233.3333,224.42,558015.0
2021-07-06,0.1208585858585858,69651750.0,220.5517,227.2372,219.86,228.0,217.1334,609043.0
2021-07-07,0.12375,56359380.0,215.9126,221.4233,214.8833,221.9,212.7733,434569.0
2021-07-08,-0.0909999999999999,68222448.0,213.5366,209.4567,217.6033,218.1433,206.82,474917.0
2021-07-09,-0.05,53789244.0,217.8973,217.7283,218.9833,219.6367,214.8967,365437.0
2021-07-10,0.2857142857142857,53789244.0,217.8973,217.7283,218.9833,219.6367,214.8967,365437.0
2021-07-11,0.0,53789244.0,217.8973,217.7283,218.9833,219.6367,214.8967,365437.0
2021-07-12,-0.0590271765271765,77697126.0,226.7282,220.7333,228.5667,229.08,220.7203,541584.0
2021-07-13,0.0274404761904761,62784276.0,225.8161,228.7733,222.8467,231.0933,222.0986,437055.0
2021-07-14,0.0791666666666666,64923570.0,221.8874,223.5833,217.7933,226.2033,217.6133,432551.0
2021-07-15,0.1398863636363636,60620313.0,217.3642,219.4633,216.8667,222.0467,212.6267,431612.0
2021-07-16,0.1813333333333333,48752910.0,215.6171,218.2267,214.74,218.9,214.0667,334477.0
2021-07-17,0.16,48752910.0,215.6171,218.2267,214.74,218.9,214.0667,334477.0
2021-07-18,0.175,48752910.0,215.6171,218.2267,214.74,218.9,214.0667,334477.0
2021-07-19,0.1102727272727272,63516270.0,212.0592,209.9633,215.4067,215.7333,207.0967,482229.0
